year,Base case cost,Modeled biomass for heat (cordwood)
2017,1032783.59917,1051085.14262
2018,1093486.39447,1101705.13081
2019,1175444.35447,1170443.12437
2020,1213371.86506,1201724.02441
2021,1239173.10506,1222708.82077
2022,1258911.75976,1238557.29172
2023,1272579.71447,1249260.78579
2024,1283220.80387,1257410.9348
2025,1296880.64387,1268149.48538
2026,1312058.24387,1280200.78635
2027,1325718.08387,1290980.5082
2028,1336333.59917,1299187.44881
2029,1351511.09917,1311298.2553
2030,1360617.59917,1318260.3637
2031,1375804.16387,1330417.67995
2032,1392490.34917,1343866.84437
2033,1409185.59917,1357342.71697
2034,1425871.45447,1370826.42483
2035,1436495.63447,1379168.64086
2036,1453190.77447,1392694.8913
