year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,87971.1477169,65098.6493105
2018,87971.1477169,65098.6493105
2019,87971.1477169,65098.6493105
2020,87971.1477169,65098.6493105
2021,87971.1477169,65098.6493105
2022,87971.1477169,65098.6493105
2023,87971.1477169,65098.6493105
2024,87971.1477169,65098.6493105
2025,87971.1477169,65098.6493105
2026,87971.1477169,65098.6493105
2027,87971.1477169,65098.6493105
2028,87971.1477169,65098.6493105
2029,87971.1477169,65098.6493105
2030,87971.1477169,65098.6493105
2031,87971.1477169,65098.6493105
