year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,151775.0,129191.066062
2018,151774.0,129190.066062
2019,151774.0,129190.066062
2020,151772.0,129188.066062
2021,151772.0,129188.066062
2022,151773.0,129189.066062
2023,151774.0,129190.066062
2024,151776.0,129192.066062
2025,151776.0,129192.066062
2026,151776.0,129192.066062
2027,151776.0,129192.066062
2028,151775.0,129191.066062
2029,151775.0,129191.066062
2030,151775.0,129191.066062
2031,151776.0,129192.066062
2032,151775.0,129191.066062
2033,151775.0,129191.066062
2034,151774.0,129190.066062
2035,151774.0,129190.066062
2036,151774.0,129190.066062
