year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2032095
2004,,0,0,0,0,0,1956591
2005,,0,0,0,0,0,1931796
2006,,0,0,0,0,0,2124871
2007,,0,0,0,0,0,2051721
2008,,0,0,0,0,0,1875520
2009,,0,0,0,0,0,1795662
2010,,0,0,0,0,0,2115228
2011,,0,0,0,0,0,2126945
2012,,0,0,0,0,0,2204519
2013,,0,0,0,0,0,1787225
2014,start of forecast,0,0,0,0,0,2026000
2015,,0,0,0,0,0,2021000
2016,,0,0,0,0,0,2018000
2017,,0,0,0,0,0,2017000
2018,,0,0,0,0,0,2010000
2019,,0,0,0,0,0,2008000
2020,,0,0,0,0,0,1999000
2021,,0,0,0,0,0,1993000
2022,,0,0,0,0,0,2002000
2023,,0,0,0,0,0,2011000
2024,,0,0,0,0,0,2020000
2025,,0,0,0,0,0,2024000
2026,,0,0,0,0,0,2021000
2027,,0,0,0,0,0,2019000
2028,,0,0,0,0,0,2013000
2029,,0,0,0,0,0,2018000
2030,,0,0,0,0,0,2015000
2031,,0,0,0,0,0,2022000
2032,,0,0,0,0,0,2014000
2033,,0,0,0,0,0,2016000
2034,,0,0,0,0,0,2008000
2035,,0,0,0,0,0,2011000
2036,,0,0,0,0,0,2008000
2037,,0,0,0,0,0,2009000
2038,,0,0,0,0,0,2006000
2039,,0,0,0,0,0,2000000
2040,,0,0,0,0,0,1995000
