year,Base case cost,Modeled water and wastewater efficiency
2017,160317.957796,129326.150037
2018,167879.451863,134245.417551
2019,178113.042508,141041.888842
2020,182815.266246,143978.788384
2021,186015.00987,145873.751352
2022,188518.461954,147291.260799
2023,190268.715397,148190.096929
2024,191635.344934,148828.258501
2025,193360.223307,149723.890552
2026,195247.179733,150739.528331
2027,196941.430742,151627.483095
2028,198245.640112,152249.455874
2029,200163.229192,153308.006199
2030,201290.561457,153819.994053
2031,203219.303716,154899.666934
