year,annotation,Average Load
2003,,225.0
2004,,222.0
2005,,211.0
2006,,221.0
2007,,213.0
2008,,217.0
2009,,217.0
2010,,236.0
2011,,229.0
2012,,205.0
2013,,190.0
2014,start of forecast,208.0
2015,,208.0
2016,,207.0
2017,,207.0
2018,,207.0
2019,,206.0
2020,,205.0
2021,,205.0
2022,,206.0
2023,,207.0
2024,,208.0
2025,,208.0
2026,,208.0
2027,,207.0
2028,,207.0
2029,,207.0
2030,,207.0
2031,,208.0
2032,,207.0
2033,,207.0
2034,,206.0
2035,,207.0
2036,,206.0
2037,,206.0
2038,,206.0
2039,,206.0
2040,,205.0
