year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,10234.52,697224.0,697224.0
2004,,10234.52,695591.0,695591.0
2005,,10234.52,620724.0,620724.0
2006,,10234.52,631806.0,631806.0
2007,,10234.52,635754.0,635754.0
2008,,10234.52,643749.0,643749.0
2009,,10234.52,636325.0,636325.0
2010,,10234.52,674638.0,674638.0
2011,,10234.52,625660.0,625660.0
2012,,10234.52,651972.0,651972.0
2013,,10234.52,655808.0,655808.0
2014,,10234.52,627226.0,627226.0
2015,,10234.52,604756.0,604756.0
2016,start of forecast,10234.52,640000.0,640000.0
2017,,10234.52,641000.0,641000.0
2018,,10234.52,643000.0,643000.0
2019,,10234.52,644000.0,644000.0
2020,,10234.52,645000.0,645000.0
2021,,10234.52,646000.0,646000.0
2022,,10234.52,647000.0,647000.0
2023,,10234.52,648000.0,648000.0
2024,,10234.52,649000.0,649000.0
2025,,10234.52,650000.0,650000.0
2026,,10234.52,651000.0,651000.0
2027,,10234.52,652000.0,652000.0
2028,,10234.52,653000.0,653000.0
2029,,10234.52,654000.0,654000.0
2030,,10234.52,656000.0,656000.0
2031,,10234.52,657000.0,657000.0
2032,,10234.52,658000.0,658000.0
2033,,10234.52,659000.0,659000.0
2034,,10234.52,660000.0,660000.0
2035,,10234.52,661000.0,661000.0
2036,,10234.52,662000.0,662000.0
2037,,10234.52,663000.0,663000.0
2038,,10234.52,664000.0,664000.0
2039,,10234.52,665000.0,665000.0
2040,,10234.52,666000.0,666000.0
