year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,50661.99,5823.2,35178.86,50644.1
2018,50820.06,5824.9,35178.86,50644.1
2019,50899.1,5826.74,35178.86,51666.64
2020,50978.14,5828.3,35178.86,51666.64
2021,51057.17,5829.82,35178.86,52689.18
2022,51136.21,5831.22,35178.86,52689.18
2023,51215.24,5832.43,35178.86,53711.73
2024,51294.28,5833.65,35178.86,53711.73
2025,51373.32,5834.98,35178.86,53711.73
2026,51452.35,5836.54,35178.86,54734.27
2027,51531.39,5838.16,35178.86,54734.27
2028,51610.42,5839.74,35178.86,54734.27
2029,51689.46,5841.53,35178.86,55756.82
2030,51847.53,5843.31,35178.86,55756.82
2031,51926.57,5844.83,35178.86,56779.36
2032,52005.6,,,56779.36
2033,52084.64,,,57801.91
2034,52163.67,,,57801.91
2035,52242.71,,,57801.91
2036,52321.75,,,58824.45
