year,Base case diesel consumed,Modeled diesel efficiency
2019,50899.0998495,46271.9089541
2020,50978.1357189,46343.7597444
2021,51057.1715882,46415.6105347
2022,51136.2074575,46487.461325
2023,51215.2433269,46559.3121153
2024,51294.2791962,46631.1629056
2025,51373.3150655,46703.0136959
2026,51452.3509349,46774.8644862
2027,51531.3868042,46846.7152765
2028,51610.4226735,46918.5660668
2029,51689.4585429,46990.4168571
2030,51847.5302815,47134.1184377
2031,51926.5661508,47205.969228
2032,52005.6020202,47277.8200183
2033,52084.6378895,47349.6708086
2034,52163.6737588,47421.5215989
2035,52242.7096282,47493.3723893
2036,52321.7454975,47565.2231796
2037,52400.7813668,47637.0739699
2038,52479.8172362,47708.9247602
