year,Base case diesel consumed,Modeled non-residential ashp
2017,35399.7492994,24846.0910775
2018,35399.7492994,24846.0910775
2019,35399.7492994,24846.0910775
2020,35399.7492994,24846.0910775
2021,35399.7492994,24846.0910775
2022,35399.7492994,24846.0910775
2023,35399.7492994,24846.0910775
2024,35399.7492994,24846.0910775
2025,35399.7492994,24846.0910775
2026,35399.7492994,24846.0910775
2027,35399.7492994,24846.0910775
2028,35399.7492994,24846.0910775
2029,35399.7492994,24846.0910775
2030,35399.7492994,24846.0910775
2031,35399.7492994,24846.0910775
