year,Base case cost,Modeled residential energy efficiency
2017,605769.818703,565751.773216
2018,635439.764143,590373.67592
2019,689001.922194,637354.576487
2020,708301.975378,653101.279564
2021,735519.836416,677456.660691
2022,745769.040534,685422.448025
2023,765853.799538,703691.059115
2024,771937.275112,708091.352185
2025,779758.886565,714028.455287
2026,802090.679712,734385.178308
2027,809162.963993,739725.128114
2028,815351.21274,744312.043417
2029,838206.871748,765251.863943
2030,842701.887404,768406.171078
2031,866845.707041,790560.10156
2032,875985.414314,797839.134124
2033,900608.197023,820507.514071
2034,910826.518579,828788.554741
2035,917329.086843,833815.606106
2036,942550.573393,857132.861051
