year,Base case diesel consumed,Modeled non-residential ashp
2017,44507.9578559,27150.0614795
2018,45566.2531844,28208.356808
2019,45566.2531844,28208.356808
2020,46624.5485129,29266.6521365
2021,47682.8438414,30324.947465
2022,47682.8438414,30324.947465
2023,48741.13917,31383.2427935
2024,48741.13917,31383.2427935
2025,49799.4344985,32441.538122
2026,50857.729827,33499.8334506
2027,50857.729827,33499.8334506
2028,51916.0251555,34558.1287791
2029,52974.320484,35616.4241076
2030,54032.6158125,36674.7194361
2031,55090.9111411,37733.0147646
