year,Base case diesel consumed,Modeled residential ashp
2017,44507.9578559,6078.63317106
2018,45566.2531844,7136.92849957
2019,45566.2531844,7136.92849957
2020,46624.5485129,8195.22382809
2021,47682.8438414,9253.51915661
2022,47682.8438414,9253.51915661
2023,48741.13917,10311.8144851
2024,48741.13917,10311.8144851
2025,49799.4344985,11370.1098136
2026,50857.729827,12428.4051422
2027,50857.729827,12428.4051422
2028,51916.0251555,13486.7004707
2029,52974.320484,14544.9957992
2030,54032.6158125,15603.2911277
2031,55090.9111411,16661.5864562
