year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,8395.47,237811.98,183596.53,,37336.53,
2018,8773.8,250541.1,196617.51,,40265.56,
2019,9323.02,268477.6,208813.87,,44366.19,
2020,9550.54,277156.55,219702.18,,46240.77,
2021,9660.53,282942.51,228806.1,,47646.7,
2022,9723.15,286992.69,231688.04,,48583.99,
2023,9767.72,289885.67,238934.45,,49286.96,
2024,9792.03,292778.65,241038.67,,49872.76,
2025,9808.44,295671.64,248422.14,,50458.57,
2026,9800.72,299143.21,256336.11,,51395.86,
2027,9798.51,302036.2,258531.71,,51981.66,
2028,9775.11,304929.18,266152.76,,52567.47,
2029,9786.76,308400.76,274322.58,,53387.6,
2030,9738.04,310136.55,281202.46,,53856.24,
2031,9740.7,314186.72,290039.84,,54676.37,
2032,,,292893.86,,,
2033,,,301429.18,,,
2034,,,310568.1,,,
2035,,,318828.79,,,
2036,,,327693.07,,,
