year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,57859.654646,42420.504438
2018,57859.654646,42420.504438
2019,57859.654646,42420.504438
2020,57859.654646,42420.504438
2021,57859.654646,42420.504438
2022,57859.654646,42420.504438
2023,57859.654646,42420.504438
2024,57859.654646,42420.504438
2025,57859.654646,42420.504438
2026,57859.654646,42420.504438
2027,57859.654646,42420.504438
2028,57859.654646,42420.504438
2029,57859.654646,42420.504438
2030,57859.654646,42420.504438
2031,57859.654646,42420.504438
