year,Base case cost,Modeled non-residential energy efficiency
2017,275148.509284,341934.336523
2018,290806.660409,356756.881839
2019,312843.791292,377624.16459
2020,323397.316835,387642.902415
2021,330589.215308,394433.7101
2022,335576.679806,399153.780739
2023,339172.629043,402549.184582
2024,342651.417196,405860.851573
2025,346130.205348,409172.518564
2026,350539.0733,413313.992657
2027,354017.861453,416625.659648
2028,357496.649605,419937.326639
2029,361788.356473,423995.06388
2030,363992.790449,426065.800926
2031,368863.093862,430702.134713
