year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33939.0907756,25114.927174
2018,33939.0907756,25114.927174
2019,33939.0907756,25114.927174
2020,33939.0907756,25114.927174
2021,33939.0907756,25114.927174
2022,33939.0907756,25114.927174
2023,33939.0907756,25114.927174
2024,33939.0907756,25114.927174
2025,33939.0907756,25114.927174
2026,33939.0907756,25114.927174
2027,33939.0907756,25114.927174
2028,33939.0907756,25114.927174
2029,33939.0907756,25114.927174
2030,33939.0907756,25114.927174
2031,33939.0907756,25114.927174
