year,Base case cost,Modeled non-residential energy efficiency
2017,392358.754389,374737.626671
2018,412653.104031,391731.426353
2019,441192.033216,415993.225337
2020,454510.200169,426893.264496
2021,463388.978138,433909.413076
2022,470365.160828,439271.420849
2023,474804.549812,442421.305646
2024,479243.938797,445588.837815
2025,483683.327781,448773.603743
2026,489391.113618,453090.296456
2027,493830.502602,456308.327625
2028,498269.891587,459542.408986
2029,503343.478997,463349.712828
2030,506514.471129,465499.677915
2031,512222.256966,469894.784788
