year,Base case diesel consumed,Modeled diesel efficiency
2019,51541.4284499,46855.8440454
2020,51374.3212934,46703.9284486
2021,51290.7677152,46627.9706502
2022,51290.7677152,46627.9706502
2023,51290.7677152,46627.9706502
2024,51207.2141369,46552.0128517
2025,51207.2141369,46552.0128517
2026,51123.6605586,46476.0550533
2027,51040.1069804,46400.0972549
2028,50956.5534021,46324.1394565
2029,50872.9998239,46248.1816581
2030,50789.4462456,46172.2238596
2031,50789.4462456,46172.2238596
2032,50705.8926673,46096.2660612
2033,50622.3390891,46020.3082628
2034,50622.3390891,46020.3082628
2035,50538.7855108,45944.3504644
2036,50455.2319326,45868.392666
2037,50455.2319326,45868.392666
2038,50371.6783543,45792.4348675
