year,Base case diesel consumed,Modeled non-residential ashp
2017,33939.0907756,23757.363543
2018,33939.0907756,23757.363543
2019,33939.0907756,23757.363543
2020,33939.0907756,23757.363543
2021,33939.0907756,23757.363543
2022,33939.0907756,23757.363543
2023,33939.0907756,23757.363543
2024,33939.0907756,23757.363543
2025,33939.0907756,23757.363543
2026,33939.0907756,23757.363543
2027,33939.0907756,23757.363543
2028,33939.0907756,23757.363543
2029,33939.0907756,23757.363543
2030,33939.0907756,23757.363543
2031,33939.0907756,23757.363543
