year,Base case cost,Modeled residential energy efficiency
2017,316812.554749,303323.636725
2018,332726.154507,316734.996575
2019,355104.654167,335821.395408
2020,354318.810979,333236.556339
2021,361062.475907,338624.98394
2022,366361.06978,342764.984228
2023,369732.902244,345236.306584
2024,373104.734709,347718.610414
2025,376476.567173,350211.638337
2026,368724.10709,341467.427234
2027,371986.672072,343871.887716
2028,375249.237054,346286.33579
2029,366546.797407,336683.823127
2030,368799.152764,338230.759216
2031,372853.392405,341342.042807
2032,377358.103118,344851.171522
2033,381412.342759,347980.409539
2034,385917.053472,351507.071868
2035,375423.922181,340291.190462
2036,379772.53649,343678.477749
