year,Base case cost,Modeled diesel efficiency
2019,180394.999575,349165.722771
2020,190598.731999,354101.914986
2021,197469.455703,356109.81634
2022,203111.440152,357100.015078
2023,206701.793892,356322.099954
2024,209949.577961,355327.489244
2025,213534.082951,354731.499601
2026,217786.79398,354833.312902
2027,221003.663225,354081.67734
2028,224208.834969,353405.565375
2029,227911.039211,353265.439542
2030,230076.191493,351810.160145
2031,234647.241655,352622.301231
2032,239331.81339,353616.00375
2033,243493.451018,354210.835017
2034,248555.684927,355699.1201
2035,251177.763989,355042.060993
2036,255808.025898,356281.890639
2037,258835.339814,356134.092488
2038,263443.877793,357491.737209
