year,Base case cost,Modeled diesel efficiency
2019,1899498.53017,2319631.67138
2020,2029800.03681,2438087.58651
2021,2123833.14936,2523572.23427
2022,2195889.54458,2589078.04812
2023,2246400.01737,2634996.65974
2024,2282409.08429,2667732.17512
2025,2332901.13493,2713634.03934
2026,2390627.59198,2766112.63666
2027,2441099.09484,2811995.82108
2028,2477074.86018,2844701.06229
2029,2535018.13176,2897376.76373
2030,2571232.6765,2930299.07713
2031,2628918.74654,2982740.95898
2032,2693834.97172,3041755.70915
2033,2751228.413,3093931.56486
2034,2816113.46224,3152917.97326
2035,2859269.78464,3192150.99363
2036,2924131.45193,3251116.1457
2037,2967268.64363,3290331.77452
2038,3032403.80898,3349545.5612
