year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,710080
2004,,0,0,0,0,0,741480
2005,,0,0,0,0,0,757236
2006,,0,0,0,0,0,953349
2007,,0,0,0,0,0,894629
2008,,0,0,0,0,0,880732
2009,,0,0,0,0,0,949665
2010,,0,0,0,0,0,1037391
2011,,0,0,0,0,0,1084327
2012,,0,0,6655,0,0,1146178
2013,,0,0,194922,0,0,1039043
2014,start of forecast,0,0,834637,0,0,297363
2015,,0,0,834637,0,0,297363
2016,,0,0,834637,0,0,297363
2017,,0,0,834637,0,0,297363
2018,,0,0,834637,0,0,296363
2019,,0,0,834637,0,0,296363
2020,,0,0,834637,0,0,296363
2021,,0,0,834637,0,0,296363
2022,,0,0,834637,0,0,296363
2023,,0,0,834637,0,0,296363
2024,,0,0,834637,0,0,296363
2025,,0,0,834637,0,0,296363
2026,,0,0,834637,0,0,296363
2027,,0,0,834637,0,0,296363
2028,,0,0,834637,0,0,296363
2029,,0,0,834637,0,0,296363
2030,,0,0,834637,0,0,296363
2031,,0,0,834637,0,0,296363
2032,,0,0,834637,0,0,296363
2033,,0,0,834637,0,0,296363
2034,,0,0,834637,0,0,296363
2035,,0,0,834637,0,0,296363
2036,,0,0,834637,0,0,296363
2037,,0,0,834637,0,0,296363
2038,,0,0,834637,0,0,296363
2039,,0,0,834637,0,0,296363
2040,,0,0,834637,0,0,296363
