year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,22565.05,4700.78,89443.41,63387.31
2018,22489.16,4745.86,89443.41,63387.31
2019,22489.16,4791.32,89443.41,64278.16
2020,22489.16,4848.35,89443.41,65169.01
2021,22489.16,4906.43,89443.41,66059.86
2022,22489.16,4947.95,89443.41,66950.71
2023,22489.16,4986.5,89443.41,67841.56
2024,22489.16,5035.56,89443.41,68732.41
2025,22489.16,5124.09,89443.41,69623.25
2026,22489.16,5169.69,89443.41,70514.1
2027,22489.16,5213.49,89443.41,71404.95
2028,22489.16,5249.85,89443.41,72295.8
2029,22489.16,5296.6,89443.41,73186.65
2030,22489.16,5344.1,89443.41,74077.5
2031,22489.16,5391.41,89443.41,74077.5
2032,22489.16,5439.27,89443.41,74968.35
2033,22489.16,5486.35,89443.41,75859.19
2034,22489.16,5540.38,89443.41,76750.04
2035,22489.16,5589.9,89443.41,77640.89
2036,22489.16,5640.56,89443.41,78531.74
2037,22489.16,5691.55,89443.41,79422.59
2038,22489.16,5743.32,89443.41,80313.44
2039,22489.16,5816.67,89443.41,81204.29
2040,22489.16,5899.78,89443.41,82985.98
