year,Base case cost,Modeled water and wastewater efficiency
2017,34665.5613737,41691.913665
2018,36980.782383,42845.0293852
2019,40070.8595196,44533.5078685
2020,41830.6749443,45330.0920185
2021,43220.0882232,45884.9140313
2022,44274.8833022,46220.9914875
2023,45105.9881978,46414.1363843
2024,45970.4734933,46639.2705483
2025,47278.2845771,47175.9079706
2026,48274.9024866,47507.314932
2027,49192.1821996,47792.9471524
2028,49900.7938985,47944.5720547
2029,50935.3517482,48325.6201762
2030,51764.1878602,48574.76958
2031,52823.1511475,48987.3798165
