year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,89443.4118,66188.124732
2018,89443.4118,66188.124732
2019,89443.4118,66188.124732
2020,89443.4118,66188.124732
2021,89443.4118,66188.124732
2022,89443.4118,66188.124732
2023,89443.4118,66188.124732
2024,89443.4118,66188.124732
2025,89443.4118,66188.124732
2026,89443.4118,66188.124732
2027,89443.4118,66188.124732
2028,89443.4118,66188.124732
2029,89443.4118,66188.124732
2030,89443.4118,66188.124732
2031,89443.4118,66188.124732
