year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,22141.39,421292.07,340817.92,12524.17,231643.15,228917.1
2018,23777.47,448125.1,359834.11,13203.32,241884.95,239038.37
2019,25969.7,484796.9,391245.29,14101.16,255882.07,255744.3
2020,27199.97,501791.14,409049.78,14630.7,262368.54,265173.65
2021,28163.66,513418.79,423229.19,15056.43,266806.65,272655.43
2022,28896.77,522363.13,435631.71,15378.11,270220.58,279178.75
2023,29470.99,528624.17,446177.15,15635.0,272610.34,284709.11
2024,30063.03,533990.77,456159.99,15907.44,274658.7,289932.77
2025,30950.31,540251.81,466945.96,16327.98,277048.45,295566.65
2026,31639.26,547407.28,478561.79,16635.64,279779.59,301622.25
2027,32272.28,553668.32,489606.1,16919.9,282169.35,307367.3
2028,32759.83,558140.49,499329.22,17140.96,283876.31,312414.61
2029,33475.34,565295.97,511337.02,17460.01,286607.46,318638.89
2030,34042.7,569768.14,521265.04,17721.48,288314.42,323774.37
2031,34775.41,576923.61,527191.24,18047.74,291045.57,326841.42
2032,35573.67,584973.52,540278.34,18400.18,294118.11,333594.77
2033,36320.5,592128.99,552767.2,18731.79,296849.25,340026.08
2034,37176.79,600178.9,566166.09,19112.04,299921.79,346913.62
2035,37844.45,605545.5,577396.12,19414.55,301970.15,352674.01
2036,38695.08,613595.41,591088.99,19789.83,305042.69,359688.06
2037,39386.4,618962.01,602559.55,20102.83,307091.05,365551.97
2038,40261.51,627011.92,616546.4,20488.63,310163.59,372692.53
2039,41182.88,633272.96,629069.53,20910.18,312553.34,379074.0
2040,42361.31,642217.3,651170.49,21440.62,315967.27,390311.09
