year,Base case cost,Modeled water and wastewater efficiency
2017,74281.578234,69408.8119198
2018,79440.2987917,72637.1781131
2019,86698.4290673,77340.7500687
2020,90077.9498209,79343.282995
2021,92493.1066619,80680.0944841
2022,94187.1052958,81521.0444751
2023,95395.0257651,82030.1714706
2024,96354.5078765,82373.3524911
2025,97421.0148593,82798.8027642
2026,98843.7060738,83480.6636939
2027,100013.848718,83993.1139881
2028,100946.860068,84346.9912692
2029,102333.577882,85024.6172113
2030,103032.360138,85228.6325633
2031,104421.856627,85921.7281567
