year,Base case cost,Modeled transmission and interties
2021,1074088.5337,
2022,1108941.62144,
2023,1134633.92247,
2024,1155750.25222,
2025,1179181.10011,
2026,1209528.08548,
2027,1235297.33075,
2028,1256483.52941,
2029,1286894.19277,
2030,1303509.72666,
2031,1334473.15038,
2032,1367264.66312,
2033,1399544.09867,
2034,1432921.97959,
2035,1454246.14723,
2036,1489441.50418,
2037,1510802.81732,
2038,1546045.93276,
2039,1571466.71791,
2040,1611369.82419,
