year,annotation,Average Load
2009,,275.0
2010,,232.0
2011,,235.0
2012,,304.0
2013,,186.0
2014,start of forecast,240.0
2015,,240.0
2016,,240.0
2017,,240.0
2018,,240.0
2019,,240.0
2020,,240.0
2021,,240.0
2022,,240.0
2023,,240.0
2024,,240.0
2025,,240.0
2026,,240.0
2027,,240.0
2028,,241.0
2029,,241.0
2030,,241.0
2031,,241.0
2032,,241.0
2033,,241.0
2034,,241.0
2035,,241.0
2036,,241.0
2037,,241.0
2038,,241.0
2039,,242.0
2040,,242.0
