year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,116238.128707,86016.2152433
2018,116238.128707,86016.2152433
2019,116238.128707,86016.2152433
2020,116238.128707,86016.2152433
2021,116238.128707,86016.2152433
2022,116238.128707,86016.2152433
2023,116238.128707,86016.2152433
2024,116238.128707,86016.2152433
2025,116238.128707,86016.2152433
2026,116238.128707,86016.2152433
2027,116238.128707,86016.2152433
2028,116238.128707,86016.2152433
2029,116238.128707,86016.2152433
2030,116238.128707,86016.2152433
2031,116238.128707,86016.2152433
