year,Base case cost,Modeled non-residential energy efficiency
2017,1790052.1995,1683244.87051
2018,1907203.26899,1777549.06429
2019,2072279.77599,1912891.27408
2020,2149492.98088,1973371.53365
2021,2205405.99132,2015798.97126
2022,2245343.85591,2044715.58284
2023,2274631.62328,2064663.43409
2024,2298594.34204,2080184.6589
2025,2325219.58511,2098093.94491
2026,2359832.40109,2122933.55757
2027,2389120.16846,2143338.41594
2028,2413082.88722,2159305.93683
2029,2447695.70321,2184468.52015
2030,2466333.37335,2196098.83115
2031,2500946.18934,2221464.30937
