year,Base case diesel consumed,Modeled diesel efficiency
2019,229417.65529,208561.504809
2020,229506.096945,208641.906314
2021,229506.096945,208641.906314
2022,229594.538601,208722.307819
2023,229682.980257,208802.709325
2024,229771.421913,208883.11083
2025,229859.863569,208963.512335
2026,229948.305225,209043.913841
2027,230036.746881,209124.315346
2028,230125.188536,209204.716851
2029,230213.630192,209285.118357
2030,230302.071848,209365.519862
2031,230478.95516,209526.322873
2032,230567.396816,209606.724378
2033,230567.396816,209606.724378
2034,230744.280127,209767.527389
2035,230832.721783,209847.928894
2036,230921.163439,209928.330399
2037,231009.605095,210008.731905
2038,231098.046751,210089.13341
