year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,229417.66,6035.42,116238.13,64744.03
2018,229417.66,6034.87,116238.13,64744.03
2019,229417.66,6033.47,116238.13,64744.03
2020,229506.1,6031.88,116238.13,64744.03
2021,229506.1,6028.76,116238.13,63139.95
2022,229594.54,6024.68,116238.13,63139.95
2023,229682.98,6019.67,116238.13,63139.95
2024,229771.42,6013.92,116238.13,63139.95
2025,229859.86,6007.69,116238.13,61535.86
2026,229948.31,6001.96,116238.13,61535.86
2027,230036.75,5995.28,116238.13,61535.86
2028,230125.19,5988.52,116238.13,59931.77
2029,230213.63,5981.24,116238.13,59931.77
2030,230302.07,5974.69,116238.13,59931.77
2031,230478.96,5967.92,116238.13,58327.68
2032,230567.4,5962.21,116238.13,58327.68
2033,230567.4,5956.96,116238.13,58327.68
2034,230744.28,5950.33,116238.13,56723.59
2035,230832.72,5944.07,116238.13,56723.59
2036,230921.16,5938.28,116238.13,56723.59
2037,231009.61,5932.3,116238.13,56723.59
2038,231098.05,5927.11,116238.13,55119.5
2039,231098.05,5921.58,116238.13,55119.5
2040,231186.49,5916.9,116238.13,55119.5
