year,Base case cost,Modeled residential energy efficiency
2017,650139.770606,700992.229953
2018,697362.764635,742776.103522
2019,760259.747748,797983.295639
2020,797187.822574,831535.364663
2021,828785.79745,860695.113126
2022,857219.221069,887252.977966
2023,882272.680284,910993.546034
2024,913209.484875,940992.571236
2025,938969.020514,965439.215729
2026,966433.635145,991403.383337
2027,992887.279812,1016544.13686
2028,1018258.15013,1040789.67191
2029,1053945.46118,1075164.09181
2030,1078508.80728,1098789.65853
2031,1107816.40106,1126596.80528
2032,1137506.95154,1154786.90873
2033,1169129.96155,1184721.91585
2034,1199610.36023,1213701.8675
2035,1227278.97078,1240245.14279
2036,1260098.7205,1271376.88961
