year,Base case cost,Modeled water and wastewater efficiency
2017,143913.53066,128922.432853
2018,153884.432651,136005.966561
2019,167257.953226,145501.191582
2020,175039.82838,151033.913652
2021,181627.343238,155720.025969
2022,187533.218036,159923.122136
2023,192696.370544,163599.81147
2024,197411.352217,166959.142039
2025,202752.710847,170762.420198
2026,208461.865229,174826.407089
2027,213913.42247,178707.634758
2028,219093.337492,182396.156441
2029,225039.783315,186629.982321
2030,230341.516909,190406.413939
2031,236486.818731,194779.90409
