year,Base case diesel consumed,Modeled non-residential ashp
2017,70121.4810743,34886.3800917
2018,71763.0602569,36527.9592743
2019,73404.6394395,38169.5384569
2020,75046.2186221,39811.1176395
2021,76687.7978048,41452.6968222
2022,78329.3769874,43094.2760048
2023,79970.95617,44735.8551874
2024,82433.3249439,47198.2239613
2025,84074.9041266,48839.803144
2026,85716.4833092,50481.3823266
2027,87358.0624918,52122.9615092
2028,88999.6416744,53764.5406918
2029,91462.0104484,56226.9094658
2030,93103.589631,57868.4886484
2031,94745.1688136,59510.067831
