year,Base case cost,Modeled transmission and interties
2021,45894776.5809,
2022,47192431.8874,
2023,48249495.6933,
2024,49065163.8967,
2025,50007247.4886,
2026,51194328.2128,
2027,52266746.1316,
2028,53099380.8837,
2029,54159178.6359,
2030,54860289.8368,
2031,56058793.0391,
2032,57277980.7031,
2033,58628641.1328,
2034,59862363.9955,
2035,60727378.6588,
2036,62093395.3175,
2037,62960242.4865,
2038,64328959.2346,
2039,65341579.4857,
2040,66856953.8279,
