year,Base case cost,Modeled non-residential energy efficiency
2017,7810592.77221,9773941.13508
2018,7810682.89329,9774007.82468
2019,7810806.80977,9774099.52288
2020,7810863.13545,9774141.20388
2021,7810905.37971,9774172.46463
2022,7810933.54254,9774193.30513
2023,7810956.07281,9774209.97753
2024,7810972.97052,9774222.48183
2025,7810992.6845,9774237.07018
2026,7811018.03106,9774255.82663
2027,7811040.56133,9774272.49903
2028,7811057.45903,9774285.00333
2029,7811079.9893,9774301.67573
2030,7811094.07072,9774312.09598
2031,7811119.41727,9774330.85243
