year,Base case diesel consumed,Modeled residential ashp
2017,3123285.58619,3115633.83677
2018,3160889.9073,3153238.15788
2019,3195987.27367,3188335.52425
2020,3231084.64004,3223432.89062
2021,3266182.00641,3258530.25699
2022,3298772.41803,3291120.66862
2023,3328855.87492,3321204.12551
2024,3358939.33181,3351287.58239
2025,3389022.7887,3381371.03928
2026,3419106.24559,3411454.49617
2027,3449189.70248,3441537.95306
2028,3481780.1141,3474128.36469
2029,3506849.66151,3499197.91209
2030,3534426.16366,3526774.41424
2031,3562002.66581,3554350.91639
