year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,55151.88,6139.75,64567.13,62625.03
2018,55634.46,6107.51,64567.13,63706.05
2019,56048.1,6075.3,64567.13,64787.06
2020,56599.62,6038.03,64567.13,66949.08
2021,57013.26,6006.64,64567.13,68030.1
2022,57426.9,5977.19,64567.13,69111.11
2023,57840.54,5948.4,64567.13,70192.12
2024,58323.11,5911.25,64567.13,71273.14
2025,58874.63,5873.73,64567.13,72354.15
2026,59288.27,5841.43,64567.13,73435.16
2027,59770.85,5805.02,64567.13,75597.19
2028,60253.43,5771.49,64567.13,76678.2
2029,60736.01,5738.12,64567.13,77759.21
2030,61218.59,5704.14,64567.13,78840.23
2031,61701.17,5667.34,64567.13,79921.24
2032,62183.75,,,82083.27
2033,62597.39,,,83164.28
2034,63079.96,,,84245.29
2035,63631.48,,,85326.3
2036,64114.06,,,86407.32
