year,Base case diesel consumed,Modeled non-residential ashp
2017,64567.1295323,45196.990692
2018,64567.1295323,45196.990692
2019,64567.1295323,45196.990692
2020,64567.1295323,45196.990692
2021,64567.1295323,45196.990692
2022,64567.1295323,45196.990692
2023,64567.1295323,45196.990692
2024,64567.1295323,45196.990692
2025,64567.1295323,45196.990692
2026,64567.1295323,45196.990692
2027,64567.1295323,45196.990692
2028,64567.1295323,45196.990692
2029,64567.1295323,45196.990692
2030,64567.1295323,45196.990692
2031,64567.1295323,45196.990692
