year,Base case diesel consumed,Modeled residential ashp
2017,72530.869457,9905.83639974
2018,73782.8737122,11157.840655
2019,75034.8779675,12409.8449102
2020,77538.8864779,14913.8534207
2021,78790.8907331,16165.8576759
2022,80042.8949884,17417.8619311
2023,81294.8992436,18669.8661863
2024,82546.9034988,19921.8704416
2025,83798.9077541,21173.8746968
2026,85050.9120093,22425.878952
2027,87554.9205197,24929.8874625
2028,88806.924775,26181.8917177
2029,90058.9290302,27433.8959729
2030,91310.9332854,28685.9002282
2031,92562.9375407,29937.9044834
