year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,46264.0,34240.1940228
2018,46264.0,34240.1940228
2019,46264.0,34240.1940228
2020,46264.0,34240.1940228
2021,46264.0,34240.1940228
2022,46264.0,34240.1940228
2023,46264.0,34240.1940228
2024,46264.0,34240.1940228
2025,46264.0,34240.1940228
2026,46264.0,34240.1940228
2027,46264.0,34240.1940228
2028,46264.0,34240.1940228
2029,46264.0,34240.1940228
2030,46264.0,34240.1940228
2031,46264.0,34240.1940228
2032,,
2033,,
2034,,
2035,,
2036,,
