year,Base case diesel consumed,Modeled transmission and interties
2021,35281.4613979,0.0
2022,35189.5825922,0.0
2023,35189.5825922,0.0
2024,35189.5825922,0.0
2025,35189.5825922,0.0
2026,35189.5825922,0.0
2027,35097.7037864,0.0
2028,35097.7037864,0.0
2029,35097.7037864,0.0
2030,35097.7037864,0.0
2031,35005.8249807,0.0
2032,35005.8249807,0.0
2033,35005.8249807,0.0
2034,35005.8249807,0.0
2035,34913.946175,0.0
2036,34913.946175,0.0
2037,34913.946175,0.0
2038,34913.946175,0.0
2039,34822.0673693,0.0
2040,34822.0673693,0.0
