year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,35281.46,9465.13,46141.54,22430.05
2018,35281.46,9463.27,46141.54,22430.05
2019,35281.46,9461.37,46141.54,22430.05
2020,35281.46,9459.48,46141.54,22430.05
2021,35281.46,9457.49,46141.54,22430.05
2022,35189.58,9455.98,46141.54,22430.05
2023,35189.58,9454.91,46141.54,22430.05
2024,35189.58,9453.73,46141.54,22430.05
2025,35189.58,9452.14,46141.54,22430.05
2026,35189.58,9449.93,46141.54,22430.05
2027,35097.7,9447.49,46141.54,23452.6
2028,35097.7,9445.22,46141.54,23452.6
2029,35097.7,9442.87,46141.54,23452.6
2030,35097.7,9440.51,46141.54,23452.6
2031,35005.82,9438.09,46141.54,23452.6
2032,35005.82,,,23452.6
2033,35005.82,,,23452.6
2034,35005.82,,,24475.14
2035,34913.95,,,24475.14
2036,34913.95,,,24475.14
