year,Base case cost,Modeled biomass for heat (cordwood)
2017,164736.490077,205469.487889
2018,177690.410077,215056.742215
2019,195733.370077,228410.417884
2020,204523.530077,234916.054748
2021,210537.850077,239367.279971
2022,215164.250077,242791.299374
2023,218402.730077,245188.112955
2024,221178.570077,247242.524597
2025,223954.410077,249296.936238
2026,228118.170077,252378.5537
2027,231356.650077,254775.367282
2028,234132.490077,256829.778923
2029,237370.970077,259226.592505
2030,239684.170077,260938.602206
2031,243847.930077,264020.219668
2032,,
2033,,
2034,,
2035,,
2036,,
