year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,33703.35,165590.52,150546.6,15871.76,141204.27,134110.38
2018,36346.46,178510.15,156827.01,16592.84,147542.6,140130.28
2019,40029.08,196505.34,165574.73,17595.08,156370.99,148515.14
2020,41818.4,205272.24,169836.44,18088.6,160672.0,152600.07
2021,43039.09,211270.64,172752.35,18430.16,163614.79,155395.02
2022,43977.78,215884.79,174995.35,18693.1,165878.48,157544.99
2023,44634.65,219114.7,176565.45,18877.31,167463.06,159049.96
2024,45196.33,221883.19,177911.26,19036.67,168821.27,160339.94
2025,45755.83,224651.68,179257.06,19198.39,170179.49,161629.92
2026,46595.63,228804.42,181275.77,19440.23,172216.81,163564.89
2027,47244.93,232034.33,191181.47,19632.47,173801.39,169302.42
2028,47800.31,234802.82,192588.63,19798.42,175159.6,170625.48
2029,48449.39,238032.73,194230.31,19990.66,176744.18,172169.04
2030,48909.34,240339.8,195402.94,20131.89,177876.03,173271.59
2031,49746.23,244492.54,197513.67,20376.21,179913.35,175256.17
2032,,,199624.41,,,177240.75
2033,,,201500.61,,,179004.82
2034,,,212733.65,,,185740.16
2035,,,214202.16,,,187096.29
2036,,,216404.92,,,189130.49
