year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,46141.5350016,34144.7359012
2018,46141.5350016,34144.7359012
2019,46141.5350016,34144.7359012
2020,46141.5350016,34144.7359012
2021,46141.5350016,34144.7359012
2022,46141.5350016,34144.7359012
2023,46141.5350016,34144.7359012
2024,46141.5350016,34144.7359012
2025,46141.5350016,34144.7359012
2026,46141.5350016,34144.7359012
2027,46141.5350016,34144.7359012
2028,46141.5350016,34144.7359012
2029,46141.5350016,34144.7359012
2030,46141.5350016,34144.7359012
2031,46141.5350016,34144.7359012
