year,Base case cost,Modeled water and wastewater efficiency
2017,49575.1047863,39824.294037
2018,52939.2962923,42083.1266486
2019,57624.1607675,45228.5123004
2020,59907.0004715,46761.7109064
2021,61469.2495692,47811.3284142
2022,62670.8735326,48618.6775295
2023,63511.9624167,49183.8072026
2024,64233.0016812,49668.4181308
2025,64954.2237436,50153.3845985
2026,66035.8622043,50880.633932
2027,66877.4048657,51446.860515
2028,67598.7322596,51932.3185597
2029,68440.0534306,52498.4012873
2030,69041.2286874,52903.2875414
2031,70122.4389664,53630.5067495
