year,Base case diesel consumed,Modeled residential ashp
2017,43213.6638788,20783.6126885
2018,43213.6638788,20783.6126885
2019,43213.6638788,20783.6126885
2020,43213.6638788,20783.6126885
2021,43213.6638788,20783.6126885
2022,43213.6638788,20783.6126885
2023,43213.6638788,20783.6126885
2024,43213.6638788,20783.6126885
2025,43213.6638788,20783.6126885
2026,43213.6638788,20783.6126885
2027,45183.694581,22753.6433907
2028,45183.694581,22753.6433907
2029,45183.694581,22753.6433907
2030,45183.694581,22753.6433907
2031,45183.694581,22753.6433907
