year,Base case cost,Modeled biomass for heat (cordwood)
2017,98222.6666594,134331.109033
2018,107569.066659,140508.53329
2019,120587.266659,149418.141338
2020,126595.666659,153161.368381
2021,130935.066659,155686.901905
2022,134273.066659,157487.992782
2023,136609.666659,158564.265781
2024,138612.466659,159408.989579
2025,140949.066659,160515.441441
2026,143619.466659,161883.271899
2027,145956.066659,163018.504567
2028,147958.866659,163920.806168
2029,150295.466659,165083.486349
2030,151964.466659,165765.774605
2031,154968.666659,167448.265895
2032,,
2033,,
2034,,
2035,,
2036,,
