year,Base case diesel consumed,Modeled non-residential ashp
2017,3438.19771192,-4036.14514756
2018,3438.19771192,-4036.14514756
2019,3438.19771192,-4036.14514756
2020,3438.19771192,-4036.14514756
2021,3438.19771192,-4036.14514756
2022,3438.19771192,-4036.14514756
2023,3438.19771192,-4036.14514756
2024,3438.19771192,-4036.14514756
2025,3438.19771192,-4036.14514756
2026,3438.19771192,-4036.14514756
2027,3438.19771192,-4036.14514756
2028,3438.19771192,-4036.14514756
2029,3438.19771192,-4036.14514756
2030,3438.19771192,-4036.14514756
2031,3438.19771192,-4036.14514756
