year,Base case cost,Modeled residential energy efficiency
2017,46922.6720303,46514.460044
2018,48231.8454237,47583.6451742
2019,50122.8736587,49159.0560891
2020,50995.655921,49852.810314
2021,51625.998666,50337.7673194
2022,52110.8777006,50698.0042422
2023,42610.8652902,41094.0594193
2024,42799.6684303,41193.174741
2025,43063.9928264,41356.2957064
2026,43366.0778505,41552.0620507
2027,43630.4022465,41717.78558
2028,43819.2053866,41822.1074899
2029,44121.2904107,42021.6416826
2030,44310.0935508,42128.3874187
2031,44612.1785748,42330.2886278
