year,Base case diesel consumed,Modeled residential ashp
2017,1191.00311512,-3657.78723582
2018,1191.00311512,-3657.78723582
2019,1191.00311512,-3657.78723582
2020,1191.00311512,-3657.78723582
2021,1191.00311512,-3657.78723582
2022,1191.00311512,-3657.78723582
2023,927.510211427,-3921.28013951
2024,927.510211427,-3921.28013951
2025,927.510211427,-3921.28013951
2026,927.510211427,-3921.28013951
2027,927.510211427,-3921.28013951
2028,927.510211427,-3921.28013951
2029,927.510211427,-3921.28013951
2030,927.510211427,-3921.28013951
2031,927.510211427,-3921.28013951
