year,Base case cost,Modeled non-residential energy efficiency
2017,125790.065517,138993.928488
2018,134935.325031,146967.435585
2019,148145.144328,158738.774678
2020,154241.984004,163898.60631
2021,158645.257103,167493.447052
2022,162032.390256,170153.863445
2023,164403.383464,171879.577727
2024,166096.95004,172985.744066
2025,168467.943248,174733.799542
2026,171177.64977,176808.059972
2027,173548.642977,178577.421705
2028,175242.209554,179726.212512
2029,177951.916077,181831.318963
2030,179645.482653,182999.952764
2031,182355.189176,185124.437129
