year,Base case diesel consumed,Modeled residential ashp
2017,26294.7015299,3339.00967053
2018,26294.7015299,3339.00967053
2019,26294.7015299,3339.00967053
2020,26294.7015299,3339.00967053
2021,25064.3752551,2108.68339571
2022,25064.3752551,2108.68339571
2023,25064.3752551,2108.68339571
2024,25064.3752551,2108.68339571
2025,25064.3752551,2108.68339571
2026,25064.3752551,2108.68339571
2027,25064.3752551,2108.68339571
2028,23834.0489803,878.357120881
2029,25064.3752551,2108.68339571
2030,25064.3752551,2108.68339571
2031,25064.3752551,2108.68339571
