year,Base case cost,Modeled water and wastewater efficiency
2017,68778.7686117,53622.3231436
2018,73432.373648,56898.9557496
2019,79954.347935,61491.2992346
2020,83143.7196617,63736.9343834
2021,85265.2270939,65230.5837427
2022,86986.8681811,66442.6633923
2023,88034.1334067,67179.695485
2024,88951.8165131,67825.564235
2025,90139.4834898,68661.6253478
2026,91465.2059236,69595.007492
2027,92655.4892607,70432.9715529
2028,93577.5693269,71082.0399978
2029,94922.2200959,72029.1622818
2030,95728.4728728,72597.0442462
2031,97194.3856601,73629.2950217
