year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2002,,1.46,
2003,,1.69,
2004,,1.84,
2005,,2.56,
2006,,2.97,
2007,,2.97,
2008,,4.08,
2009,,3.93,
2010,,3.79,
2011,,4.2,
2012,,4.55,
2013,,4.57,
2016,start of forecast,2.04,3.32
2017,,2.5,3.78
2018,,2.85,4.13
2019,,3.34,4.62
2020,,3.58,4.86
2021,,3.74,5.02
2022,,3.87,5.15
2023,,3.95,5.23
2024,,4.02,5.3
2025,,4.11,5.39
2026,,4.21,5.49
2027,,4.3,5.58
2028,,4.37,5.65
2029,,4.47,5.75
2030,,4.53,5.81
2031,,4.64,5.92
2032,,4.75,6.03
2033,,4.86,6.14
2034,,4.97,6.25
2035,,5.05,6.33
2036,,5.17,6.45
2037,,5.24,6.52
2038,,5.36,6.64
2039,,5.45,6.73
2040,,5.58,6.86
