year,annotation,Electricity price ($/kwh)
2002,,0.33
2003,,0.33
2004,,0.32
2005,,0.33
2006,,0.34
2007,,0.35
2008,,0.45
2009,,0.44
2010,,0.42
2011,,0.69
2012,,0.75
2013,,0.74
2016,start of forecast,0.53
2017,,0.57
2018,,0.6
2019,,0.64
2020,,0.66
2021,,0.68
2022,,0.69
2023,,0.7
2024,,0.7
2025,,0.71
2026,,0.72
2027,,0.73
2028,,0.73
2029,,0.74
2030,,0.75
2031,,0.76
2032,,0.77
2033,,0.78
2034,,0.79
2035,,0.79
2036,,0.81
2037,,0.81
2038,,0.82
2039,,0.83
2040,,0.84
