year,Base case diesel consumed,Modeled non-residential ashp
2017,107714.774289,60095.1219418
2018,111142.964206,63523.3118586
2019,112857.059164,65237.406817
2020,116285.249081,68665.5967338
2021,118856.391518,71236.7391713
2022,120570.486477,72950.8341297
2023,123141.628914,75521.9765673
2024,124855.723873,77236.0715257
2025,126569.818831,78950.1664841
2026,129140.961269,81521.3089217
2027,131712.103706,84092.4513593
2028,134283.246144,86663.5937969
2029,135997.341102,88377.6887553
2030,138568.48354,90948.8311929
2031,140282.578498,92662.9261513
