year,Base case cost,Modeled residential energy efficiency
2017,880709.004766,787902.698903
2018,962728.942908,854747.639043
2019,1056165.25959,927318.333472
2020,1121487.34099,983156.041117
2021,1171717.62131,1026273.04112
2022,1205794.34117,1055607.57411
2023,1243979.79397,1089999.27741
2024,1271082.7473,1114256.91862
2025,1300489.51527,1140344.15577
2026,1342134.92069,1177721.593
2027,1380234.45621,1212501.59771
2028,1416702.6247,1246124.45407
2029,1452002.93053,1277156.79171
2030,1487170.05712,1309952.82487
2031,1523331.56777,1341846.36733
2032,1568268.42726,1382515.25863
2033,1605385.52135,1415364.38453
2034,1653794.13079,1459030.80709
2035,1693553.75334,1495945.11752
2036,1743236.47403,1540885.65134
