year,Base case cost,Modeled transmission and interties
2021,860034.939872,
2022,887766.134315,
2023,910608.934368,
2024,928457.80348,
2025,949336.451064,
2026,975628.244221,
2027,999378.365451,
2028,1019113.7004,
2029,1044792.79525,
2030,1061838.41395,
2031,1088528.90074,
2032,1116113.51664,
2033,1144631.83786,
2034,1175127.50361,
2035,1196142.46924,
2036,1227113.04947,
2037,1251470.00587,
2038,1280492.55727,
2039,1308025.87068,
2040,1341598.22004,
